index,ecg
0,-0.06
1,-0.065
2,-0.06
3,-0.075
4,-0.065
5,-0.07
6,-0.07
7,-0.09
8,-0.08
9,-0.095
10,-0.08
11,-0.095
12,-0.08
13,-0.095
14,-0.085
15,-0.09
16,-0.09
17,-0.1
18,-0.085
19,-0.105
20,-0.09
21,-0.045
22,0.005
23,0.015
24,0.045
25,0.155
26,0.14
27,0.045
28,0.005
29,-0.04
30,-0.085
31,-0.2
32,-0.195
33,-0.2
34,-0.2
35,-0.24
36,-0.13
37,0.34
38,1.155
39,1.47
40,-0.155
41,-0.825
42,-0.59
43,-0.35
44,-0.155
45,-0.17
46,-0.14
47,-0.155
48,-0.115
49,-0.125
50,-0.09
51,-0.095
52,-0.065
53,-0.055
54,-0.015
55,-0.005
56,0.035
57,0.045
58,0.09
59,0.11
60,0.15
61,0.18
62,0.205
63,0.225
64,0.23
65,0.22
66,0.235
67,0.23
68,0.2
69,0.17
70,0.12
71,0.075
72,0.04
73,0.02
74,0.005
75,-0.005
76,-0.005
77,-0.01
78,-0.015
79,-0.01
80,0.0
81,-0.005
82,-0.02
83,-0.02
84,-0.015
85,-0.025
86,-0.035
87,-0.045
88,-0.045
89,-0.06
90,-0.065
91,-0.07
92,-0.055
93,-0.06
94,-0.08
95,-0.075
96,-0.09
97,-0.065
98,-0.075
99,-0.08
100,-0.08
101,-0.085
102,-0.09
103,-0.075
104,-0.085
105,-0.095
106,-0.105
107,-0.09
108,-0.095
109,-0.07
110,-0.045
111,0.005
112,0.03
113,0.07
114,0.195
115,0.145
116,0.05
117,-0.015
118,-0.025
119,-0.115
120,-0.18
121,-0.19
122,-0.185
123,-0.185
124,-0.215
125,0.01
126,0.575
127,1.185
128,0.96
129,-0.16
130,-0.74
131,-0.64
132,-0.35
133,-0.175
134,-0.145
135,-0.15
136,-0.145
137,-0.105
138,-0.12
139,-0.09
140,-0.085
141,-0.07
142,-0.04
143,-0.02
144,0.005
145,0.02
146,0.045
147,0.08
148,0.115
149,0.14
150,0.165
151,0.21
152,0.19
153,0.22
154,0.21
155,0.215
156,0.215
157,0.16
158,0.135
159,0.1
160,0.05
161,0.035
162,-0.005
163,0.005
164,-0.005
165,-0.015
166,-0.02
167,-0.01
168,0.0
169,-0.02
170,-0.005
171,-0.04
172,-0.035
173,-0.05
174,-0.04
175,-0.055
176,-0.075
177,-0.05
178,-0.075
179,-0.09
180,-0.08
181,-0.09
182,-0.08
183,-0.075
184,-0.085
185,-0.085
186,-0.095
187,-0.095
188,-0.105
189,-0.08
190,-0.115
191,-0.1
192,-0.095
193,-0.1
194,-0.075
195,-0.005
196,0.01
197,0.055
198,0.185
199,0.145
200,0.075
201,-0.005
202,-0.025
203,-0.11
204,-0.175
205,-0.18
206,-0.22
207,-0.175
208,-0.24
209,-0.03
210,0.53
211,1.21
212,1.22
213,-0.105
214,-0.795
215,-0.69
216,-0.375
217,-0.165
218,-0.155
219,-0.135
220,-0.15
221,-0.12
222,-0.12
223,-0.09
224,-0.095
225,-0.05
226,-0.05
227,-0.01
228,-0.005
229,0.03
230,0.08
231,0.075
232,0.145
233,0.155
234,0.2
235,0.2
236,0.24
237,0.235
238,0.245
239,0.245
240,0.215
241,0.18
242,0.15
243,0.09
244,0.035
245,0.025
246,0.0
247,-0.015
248,-0.03
249,0.0
250,-0.02
251,-0.005
252,-0.025
253,-0.03
254,-0.015
255,-0.01
256,-0.035
257,-0.04
258,-0.05
259,-0.045
260,-0.04
261,-0.075
262,-0.065
263,-0.095
264,-0.085
265,-0.085
266,-0.09
267,-0.1
268,-0.1
269,-0.08
270,-0.105
271,-0.105
272,-0.1
273,-0.105
274,-0.095
275,-0.1
276,-0.09
277,-0.035
278,0.01
279,0.035
280,0.07
281,0.19
282,0.125
283,0.045
284,-0.035
285,-0.06
286,-0.155
287,-0.21
288,-0.225
289,-0.2
290,-0.215
291,-0.265
292,0.07
293,0.865
294,1.495
295,0.625
296,-0.44
297,-0.815
298,-0.6
299,-0.31
300,-0.175
301,-0.18
302,-0.165
303,-0.135
304,-0.135
305,-0.115
306,-0.105
307,-0.085
308,-0.06
309,-0.03
310,-0.02
311,0.015
312,0.05
313,0.07
314,0.105
315,0.165
316,0.2
317,0.205
318,0.235
319,0.235
320,0.265
321,0.26
322,0.235
323,0.215
324,0.17
325,0.125
326,0.09
327,0.025
328,-0.015
329,-0.03
330,-0.035
331,-0.04
332,-0.04
333,-0.035
334,-0.04
335,-0.02
336,-0.04
337,-0.04
338,-0.03
339,-0.045
340,-0.065
341,-0.06
342,-0.06
343,-0.09
344,-0.08
345,-0.095
346,-0.085
347,-0.105
348,-0.09
349,-0.1
350,-0.105
351,-0.115
352,-0.1
353,-0.115
354,-0.11
355,-0.135
356,-0.095
357,-0.125
358,-0.105
359,-0.085
360,-0.015
361,0.02
362,0.03
363,0.135
364,0.16
365,0.105
366,0.03
367,-0.05
368,-0.05
369,-0.17
370,-0.205
371,-0.215
372,-0.175
373,-0.21
374,-0.215
375,0.175
376,1.09
377,1.7
378,0.335
379,-0.615
380,-0.705
381,-0.46
382,-0.175
383,-0.165
384,-0.145
385,-0.155
386,-0.115
387,-0.12
388,-0.105
389,-0.105
390,-0.085
391,-0.06
392,-0.015
393,-0.005
394,0.02
395,0.05
396,0.08
397,0.105
398,0.18
399,0.205
400,0.24
401,0.235
402,0.27
403,0.27
404,0.28
405,0.26
406,0.23
407,0.175
408,0.135
409,0.09
410,0.045
411,0.0
412,-0.005
413,-0.025
414,-0.025
415,-0.025
416,-0.02
417,0.0
418,-0.005
419,-0.005
420,-0.005
421,-0.005
422,-0.01
423,-0.025
424,-0.02
425,-0.04
426,-0.04
427,-0.04
428,-0.05
429,-0.06
430,-0.05
431,-0.065
432,-0.06
433,-0.07
434,-0.06
435,-0.09
436,-0.08
437,-0.095
438,-0.085
439,-0.1
440,-0.09
441,-0.095
442,-0.085
443,-0.1
444,-0.075
445,-0.095
446,-0.08
447,-0.075
448,0.0
449,0.03
450,0.035
451,0.135
452,0.145
453,0.07
454,0.015
455,-0.045
456,-0.055
457,-0.185
458,-0.19
459,-0.22
460,-0.18
461,-0.21
462,-0.185
463,0.22
464,1.15
465,1.72
466,0.155
467,-0.7
468,-0.66
469,-0.405
470,-0.15
471,-0.16
472,-0.135
473,-0.145
474,-0.12
475,-0.125
476,-0.09
477,-0.09
478,-0.055
479,-0.04
480,-0.015
481,0.0
482,0.03
483,0.05
484,0.095
485,0.11
486,0.165
487,0.19
488,0.23
489,0.245
490,0.255
491,0.255
492,0.265
493,0.255
494,0.23
495,0.185
496,0.145
497,0.1
498,0.06
499,0.025
500,0.025
501,0.01
502,0.01
503,0.01
504,0.015
505,0.01
506,0.025
507,0.02
508,0.02
509,0.02
510,0.015
511,0.0
512,0.0
513,-0.01
514,-0.015
515,-0.02
516,-0.03
517,-0.035
518,-0.035
519,-0.045
520,-0.04
521,-0.045
522,-0.045
523,-0.055
524,-0.045
525,-0.055
526,-0.045
527,-0.06
528,-0.05
529,-0.06
530,-0.055
531,-0.08
532,-0.065
533,-0.09
534,-0.075
535,-0.09
536,-0.07
537,-0.075
538,-0.065
539,-0.08
540,-0.065
541,-0.03
542,0.025
543,0.04
544,0.065
545,0.18
546,0.145
547,0.055
548,0.015
549,-0.035
550,-0.06
551,-0.175
552,-0.17
553,-0.195
554,-0.175
555,-0.22
556,-0.115
557,0.355
558,1.24
559,1.595
560,-0.115
561,-0.815
562,-0.565
563,-0.3
564,-0.13
565,-0.16
566,-0.13
567,-0.135
568,-0.11
569,-0.12
570,-0.09
571,-0.085
572,-0.055
573,-0.04
574,-0.005
575,0.0
576,0.04
577,0.05
578,0.095
579,0.125
580,0.17
581,0.19
582,0.22
583,0.23
584,0.245
585,0.25
586,0.26
587,0.24
588,0.22
589,0.175
590,0.135
591,0.085
592,0.055
593,0.02
594,0.015
595,0.01
596,0.01
597,0.0
598,0.0
599,0.0
600,0.01
601,0.005
602,0.02
603,0.01
604,0.0
605,-0.01
606,-0.015
607,-0.02
608,-0.02
609,-0.025
610,-0.035
611,-0.03
612,-0.045
613,-0.05
614,-0.05
615,-0.055
616,-0.065
617,-0.065
618,-0.06
619,-0.065
620,-0.07
621,-0.06
622,-0.06
623,-0.055
624,-0.06
625,-0.065
626,-0.08
627,-0.065
628,-0.08
629,-0.065
630,-0.075
631,-0.07
632,-0.085
633,-0.07
634,-0.085
635,-0.075
636,-0.085
637,-0.06
638,-0.045
639,0.02
640,0.04
641,0.055
642,0.18
643,0.155
644,0.06
645,0.02
646,-0.025
647,-0.055
648,-0.18
649,-0.16
650,-0.17
651,-0.165
652,-0.195
653,-0.1
654,0.35
655,1.115
656,1.495
657,-0.04
658,-0.73
659,-0.62
660,-0.365
661,-0.13
662,-0.15
663,-0.135
664,-0.15
665,-0.12
666,-0.13
667,-0.105
668,-0.09
669,-0.055
670,-0.06
671,-0.035
672,-0.015
673,0.02
674,0.045
675,0.065
676,0.095
677,0.145
678,0.18
679,0.215
680,0.2
681,0.225
682,0.235
683,0.245
684,0.235
685,0.225
686,0.175
687,0.13
688,0.09
689,0.05
690,0.035
691,0.015
692,0.005
693,0.0
694,-0.005
695,0.0
696,0.0
697,0.0
698,0.0
699,-0.005
700,-0.005
701,-0.02
702,-0.02
703,-0.04
704,-0.05
705,-0.06
706,-0.06
707,-0.06
708,-0.07
709,-0.065
710,-0.075
711,-0.07
712,-0.065
713,-0.075
714,-0.075
715,-0.075
716,-0.09
717,-0.075
718,-0.085
719,-0.08
720,-0.09
721,-0.075
722,-0.09
723,-0.08
724,-0.09
725,-0.08
726,-0.1
727,-0.085
728,-0.1
729,-0.075
730,-0.085
731,-0.09
732,-0.075
733,-0.015
734,0.025
735,0.055
736,0.155
737,0.16
738,0.095
739,0.015
740,-0.035
741,-0.05
742,-0.175
743,-0.17
744,-0.19
745,-0.175
746,-0.2
747,-0.105
748,0.335
749,1.095
750,1.47
751,0.065
752,-0.66
753,-0.69
754,-0.44
755,-0.185
756,-0.16
757,-0.135
758,-0.135
759,-0.115
760,-0.115
761,-0.11
762,-0.095
763,-0.055
764,-0.05
765,-0.015
766,-0.005
767,0.045
768,0.05
769,0.095
770,0.12
771,0.165
772,0.185
773,0.21
774,0.225
775,0.245
776,0.24
777,0.24
778,0.235
779,0.21
780,0.165
781,0.125
782,0.07
783,0.045
784,0.01
785,0.02
786,0.005
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,-0.005
793,-0.01
794,-0.005
795,-0.025
796,-0.005
797,-0.04
798,-0.04
799,-0.045
800,-0.045
801,-0.04
802,-0.055
803,-0.065
804,-0.05
805,-0.065
806,-0.065
807,-0.065
808,-0.065
809,-0.07
810,-0.065
811,-0.07
812,-0.065
813,-0.07
814,-0.07
815,-0.085
816,-0.06
817,-0.09
818,-0.065
819,-0.085
820,-0.08
821,-0.085
822,-0.05
823,-0.09
824,-0.075
825,-0.055
826,0.005
827,0.055
828,0.06
829,0.16
830,0.155
831,0.08
832,0.015
833,-0.02
834,-0.045
835,-0.17
836,-0.17
837,-0.175
838,-0.16
839,-0.2
840,-0.105
841,0.36
842,1.16
843,1.55
844,0.07
845,-0.69
846,-0.66
847,-0.41
848,-0.155
849,-0.155
850,-0.135
851,-0.135
852,-0.105
853,-0.11
854,-0.085
855,-0.09
856,-0.065
857,-0.045
858,-0.005
859,0.0
860,0.04
861,0.065
862,0.1
863,0.12
864,0.175
865,0.19
866,0.23
867,0.255
868,0.27
869,0.265
870,0.275
871,0.245
872,0.215
873,0.175
874,0.14
875,0.095
876,0.04
877,0.025
878,0.015
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,-0.005
888,-0.01
889,-0.01
890,-0.015
891,-0.03
892,-0.035
893,-0.045
894,-0.045
895,-0.05
896,-0.045
897,-0.065
898,-0.07
899,-0.075
900,-0.07
901,-0.09
902,-0.085
903,-0.09
904,-0.07
905,-0.085
906,-0.085
907,-0.095
908,-0.085
909,-0.09
910,-0.085
911,-0.09
912,-0.09
913,-0.1
914,-0.09
915,-0.105
916,-0.09
917,-0.1
918,-0.085
919,-0.055
920,0.0
921,0.035
922,0.05
923,0.17
924,0.135
925,0.06
926,0.01
927,-0.035
928,-0.075
929,-0.19
930,-0.185
931,-0.205
932,-0.18
933,-0.225
934,-0.11
935,0.38
936,1.215
937,1.545
938,-0.025
939,-0.765
940,-0.62
941,-0.37
942,-0.155
943,-0.17
944,-0.145
945,-0.16
946,-0.13
947,-0.145
948,-0.125
949,-0.12
950,-0.08
951,-0.065
952,-0.035
953,-0.02
954,0.01
955,0.035
956,0.08
957,0.105
958,0.155
959,0.18
960,0.22
961,0.225
962,0.24
963,0.235
964,0.245
965,0.225
966,0.2
967,0.155
968,0.115
969,0.075
970,0.05
971,0.02
972,0.0
973,-0.01
974,-0.015
975,-0.01
976,-0.01
977,-0.005
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,-0.005
984,-0.01
985,-0.02
986,-0.025
987,-0.035
988,-0.045
989,-0.055
990,-0.055
991,-0.06
992,-0.06
993,-0.06
994,-0.055
995,-0.055
996,-0.055
997,-0.065
998,-0.06
999,-0.055
1000,-0.045
1001,-0.055
1002,-0.055
1003,-0.055
1004,-0.055
1005,-0.075
1006,-0.065
1007,-0.08
1008,-0.065
1009,-0.08
1010,-0.075
1011,-0.09
1012,-0.085
1013,-0.105
1014,-0.09
1015,-0.11
1016,-0.095
1017,-0.11
1018,-0.1
1019,-0.085
1020,-0.025
1021,0.01
1022,0.01
1023,0.1
1024,0.135
1025,0.075
1026,0.0
1027,-0.05
1028,-0.045
1029,-0.175
1030,-0.195
1031,-0.205
1032,-0.19
1033,-0.205
1034,-0.22
1035,0.145
1036,1.025
1037,1.605
1038,0.24
1039,-0.625
1040,-0.665
1041,-0.425
1042,-0.18
1043,-0.185
1044,-0.175
1045,-0.175
1046,-0.15
1047,-0.15
1048,-0.12
1049,-0.12
1050,-0.09
1051,-0.08
1052,-0.045
1053,-0.025
1054,0.0
1055,0.02
1056,0.06
1057,0.08
1058,0.13
1059,0.16
1060,0.185
1061,0.195
1062,0.21
1063,0.21
1064,0.22
1065,0.215
1066,0.195
1067,0.17
1068,0.135
1069,0.085
1070,0.045
1071,0.015
1072,-0.005
1073,-0.015
1074,-0.015
1075,-0.015
1076,-0.005
1077,-0.005
1078,0.0
1079,0.0
1080,0.015
1081,0.01
1082,0.0
1083,0.0
1084,0.0
1085,-0.01
1086,-0.015
1087,-0.025
1088,-0.03
1089,-0.025
1090,-0.04
1091,-0.045
1092,-0.04
1093,-0.05
1094,-0.055
1095,-0.045
1096,-0.03
1097,-0.045
1098,-0.05
1099,-0.04
1100,-0.045
1101,-0.055
1102,-0.055
1103,-0.065
1104,-0.065
1105,-0.065
1106,-0.07
1107,-0.08
1108,-0.065
1109,-0.075
1110,-0.075
1111,-0.08
1112,-0.07
1113,-0.08
1114,-0.08
1115,-0.085
1116,-0.065
1117,-0.08
1118,-0.08
1119,-0.09
1120,-0.09
1121,-0.075
1122,-0.025
1123,0.035
1124,0.045
1125,0.115
1126,0.165
1127,0.125
1128,0.04
1129,-0.015
1130,-0.005
1131,-0.135
1132,-0.17
1133,-0.185
1134,-0.165
1135,-0.18
1136,-0.2
1137,0.135
1138,0.89
1139,1.44
1140,0.425
1141,-0.47
1142,-0.67
1143,-0.455
1144,-0.2
1145,-0.155
1146,-0.13
1147,-0.14
1148,-0.125
1149,-0.13
1150,-0.105
1151,-0.11
1152,-0.08
1153,-0.06
1154,-0.045
1155,-0.03
1156,0.005
1157,0.015
1158,0.045
1159,0.085
1160,0.11
1161,0.14
1162,0.18
1163,0.205
1164,0.215
1165,0.215
1166,0.235
1167,0.225
1168,0.225
1169,0.19
1170,0.16
1171,0.125
1172,0.07
1173,0.035
1174,0.015
1175,0.01
1176,0.005
1177,0.005
1178,0.0
1179,0.005
1180,0.01
1181,0.005
1182,0.005
1183,0.01
1184,0.0
1185,0.005
1186,0.0
1187,-0.01
1188,-0.015
1189,-0.02
1190,-0.015
1191,-0.025
1192,-0.03
1193,-0.03
1194,-0.04
1195,-0.035
1196,-0.035
1197,-0.04
1198,-0.045
1199,-0.045
1200,-0.05
1201,-0.045
1202,-0.055
1203,-0.055
1204,-0.06
1205,-0.06
1206,-0.065
1207,-0.055
1208,-0.065
1209,-0.065
1210,-0.065
1211,-0.06
1212,-0.06
1213,-0.06
1214,-0.07
1215,-0.06
1216,-0.08
1217,-0.075
1218,-0.075
1219,-0.075
1220,-0.08
1221,-0.07
1222,-0.065
1223,-0.01
1224,0.03
1225,0.05
1226,0.1
1227,0.2
1228,0.145
1229,0.055
1230,-0.005
1231,0.0
1232,-0.12
1233,-0.16
1234,-0.17
1235,-0.16
1236,-0.175
1237,-0.21
1238,0.125
1239,0.835
1240,1.35
1241,0.53
1242,-0.335
1243,-0.675
1244,-0.54
1245,-0.25
1246,-0.145
1247,-0.145
1248,-0.135
1249,-0.115
1250,-0.115
1251,-0.09
1252,-0.09
1253,-0.075
1254,-0.06
1255,-0.025
1256,0.0
1257,0.03
1258,0.04
1259,0.08
1260,0.095
1261,0.13
1262,0.16
1263,0.205
1264,0.21
1265,0.22
1266,0.225
1267,0.25
1268,0.25
1269,0.23
1270,0.195
1271,0.17
1272,0.115
1273,0.075
1274,0.05
1275,0.035
1276,0.005
1277,0.015
1278,0.03
1279,0.025
1280,0.02
1281,0.02
1282,0.03
1283,0.02
1284,0.035
1285,0.015
1286,0.005
1287,0.005
1288,-0.005
1289,-0.005
1290,-0.02
1291,-0.01
1292,-0.015
1293,-0.035
1294,-0.03
1295,-0.025
1296,-0.025
1297,-0.025
1298,-0.04
1299,-0.04
1300,-0.035
1301,-0.03
1302,-0.03
1303,-0.04
1304,-0.03
1305,-0.04
1306,-0.03
1307,-0.035
1308,-0.035
1309,-0.045
1310,-0.045
1311,-0.065
1312,-0.055
1313,-0.06
1314,-0.06
1315,-0.075
1316,-0.05
1317,-0.06
1318,-0.06
1319,-0.065
1320,-0.07
1321,-0.04
1322,0.01
1323,0.055
1324,0.075
1325,0.18
1326,0.185
1327,0.1
1328,0.025
1329,-0.025
1330,-0.055
1331,-0.175
1332,-0.165
1333,-0.18
1334,-0.17
1335,-0.22
1336,-0.1
1337,0.365
1338,1.095
1339,1.45
1340,0.065
1341,-0.665
1342,-0.67
1343,-0.435
1344,-0.185
1345,-0.17
1346,-0.15
1347,-0.155
1348,-0.13
1349,-0.12
1350,-0.095
1351,-0.105
1352,-0.07
1353,-0.055
1354,-0.025
1355,-0.005
1356,0.035
1357,0.04
1358,0.085
1359,0.12
1360,0.165
1361,0.19
1362,0.22
1363,0.235
1364,0.25
1365,0.255
1366,0.26
1367,0.245
1368,0.215
1369,0.18
1370,0.14
1371,0.095
1372,0.06
1373,0.03
1374,0.015
1375,0.01
1376,0.01
1377,0.01
1378,0.0
1379,0.005
1380,0.01
1381,0.015
1382,0.0
1383,0.005
1384,0.0
1385,0.0
1386,-0.02
1387,-0.025
1388,-0.015
1389,-0.015
1390,-0.015
1391,-0.03
1392,-0.04
1393,-0.035
1394,-0.045
1395,-0.04
1396,-0.04
1397,-0.045
1398,-0.05
1399,-0.04
1400,-0.05
1401,-0.05
1402,-0.05
1403,-0.055
1404,-0.06
1405,-0.05
1406,-0.065
1407,-0.055
1408,-0.075
1409,-0.055
1410,-0.075
1411,-0.055
1412,-0.075
1413,-0.065
1414,-0.07
1415,-0.075
1416,-0.1
1417,-0.07
1418,-0.045
1419,0.01
1420,0.05
1421,0.065
1422,0.17
1423,0.155
1424,0.085
1425,0.035
1426,-0.02
1427,-0.03
1428,-0.16
1429,-0.165
1430,-0.19
1431,-0.165
1432,-0.205
1433,-0.12
1434,0.31
1435,1.15
1436,1.59
1437,0.07
1438,-0.685
1439,-0.615
1440,-0.385
1441,-0.16
1442,-0.175
1443,-0.14
1444,-0.15
1445,-0.135
1446,-0.14
1447,-0.12
1448,-0.115
1449,-0.085
1450,-0.08
1451,-0.045
1452,-0.03
1453,0.005
1454,0.02
1455,0.055
1456,0.085
1457,0.145
1458,0.175
1459,0.205
1460,0.215
1461,0.235
1462,0.24
1463,0.245
1464,0.235
1465,0.215
1466,0.18
1467,0.145
1468,0.095
1469,0.055
1470,0.015
1471,0.01
1472,-0.015
1473,-0.01
1474,-0.01
1475,-0.01
1476,-0.015
1477,-0.005
1478,0.0
1479,0.0
1480,-0.005
1481,-0.015
1482,-0.015
1483,-0.02
1484,-0.025
1485,-0.04
1486,-0.055
1487,-0.05
1488,-0.055
1489,-0.05
1490,-0.07
1491,-0.07
1492,-0.07
1493,-0.08
1494,-0.07
1495,-0.075
1496,-0.075
1497,-0.08
1498,-0.075
1499,-0.085
1500,-0.075
1501,-0.075
1502,-0.075
1503,-0.08
1504,-0.085
1505,-0.09
1506,-0.075
1507,-0.08
1508,-0.075
1509,-0.1
1510,-0.095
1511,-0.08
1512,-0.085
1513,-0.075
1514,-0.025
1515,0.03
1516,0.02
1517,0.085
1518,0.15
1519,0.105
1520,0.025
1521,-0.04
1522,-0.035
1523,-0.15
1524,-0.2
1525,-0.21
1526,-0.195
1527,-0.195
1528,-0.225
1529,0.095
1530,0.835
1531,1.39
1532,0.585
1533,-0.35
1534,-0.685
1535,-0.505
1536,-0.235
1537,-0.16
1538,-0.15
1539,-0.15
1540,-0.135
1541,-0.14
1542,-0.12
1543,-0.1
1544,-0.075
1545,-0.06
1546,-0.035
1547,-0.015
1548,0.01
1549,0.035
1550,0.07
1551,0.1
1552,0.14
1553,0.17
1554,0.21
1555,0.23
1556,0.25
1557,0.26
1558,0.26
1559,0.26
1560,0.235
1561,0.2
1562,0.155
1563,0.115
1564,0.07
1565,0.035
1566,0.01
